,train_loss,train_aac,eval_loss,eval_aac
0,0.004582397391398748,0.33125,0.005493921637535096,0.3
1,0.004575467457373937,0.35375,0.005487436254819234,0.3
2,0.00456425259510676,0.3416666666666667,0.00550933023293813,0.3
3,0.004537873715162277,0.36,0.0054675296942392985,0.3016666666666667
4,0.004493286410967509,0.40041666666666664,0.00535717229048411,0.4166666666666667
5,0.00444159319003423,0.42833333333333334,0.005343146125475566,0.4066666666666667
6,0.004349425981442134,0.47458333333333336,0.005390855471293131,0.3933333333333333
7,0.004303494493166605,0.4795833333333333,0.0052690041065216065,0.44666666666666666
8,0.004327352146307627,0.4766666666666667,0.005332164963086446,0.43
9,0.004242624044418335,0.49875,0.005309827327728271,0.41333333333333333
10,0.0041901906579732895,0.5245833333333333,0.005341151754061381,0.41
11,0.004177453890442848,0.5233333333333333,0.005349237322807312,0.4166666666666667
12,0.004100998838742574,0.5504166666666667,0.005351847211519877,0.4083333333333333
13,0.004032565106948217,0.5608333333333333,0.005312845508257548,0.4483333333333333
14,0.0039512942234675085,0.5920833333333333,0.005281264583269755,0.44
15,0.00390432578821977,0.61125,0.005229292710622151,0.465
16,0.003882147843639056,0.6158333333333333,0.005311918059984843,0.4816666666666667
17,0.0038493638734022778,0.6291666666666667,0.0052786091963450115,0.4583333333333333
18,0.003789658397436142,0.6429166666666667,0.005268818736076355,0.4666666666666667
19,0.0037375285476446154,0.6566666666666666,0.005254929463068644,0.4683333333333333
20,0.0036300348987181983,0.68625,0.005308151443799336,0.4583333333333333
21,0.003598134865363439,0.6941666666666667,0.005277653137842814,0.45666666666666667
22,0.0035457439223925274,0.71125,0.005240233540534973,0.4716666666666667
23,0.003500854050119718,0.7275,0.005246315598487854,0.4766666666666667
24,0.0034538884460926056,0.7308333333333333,0.005331914822260538,0.4866666666666667
25,0.0034402403732140857,0.7366666666666667,0.005308834115664164,0.4816666666666667
26,0.0033940047522385917,0.7470833333333333,0.005250979463259379,0.48333333333333334
27,0.0033843212326367697,0.75125,0.005262547334035237,0.485
28,0.0033371411512295407,0.7625,0.005161307950814565,0.49
29,0.003302530546983083,0.7725,0.005291645129521688,0.48
30,0.0032516609132289885,0.7775,0.005237971742947896,0.49833333333333335
31,0.003251856788992882,0.7841666666666667,0.005240459640820821,0.48
32,0.0032705870767434438,0.7770833333333333,0.00518546462059021,0.5066666666666667
33,0.0032579988489548363,0.7866666666666666,0.005117415984471639,0.5083333333333333
34,0.0031927423427502316,0.7929166666666667,0.005176996986071269,0.49166666666666664
35,0.003180887872974078,0.7916666666666666,0.005171802441279094,0.49166666666666664
36,0.0031902136902014415,0.795,0.005176025231679281,0.5083333333333333
37,0.003151351362466812,0.79625,0.005187625288963318,0.5016666666666667
38,0.0031520217408736546,0.7991666666666667,0.005088805754979451,0.5166666666666667
39,0.0031257954488197962,0.8029166666666666,0.005072794457276662,0.5033333333333333
40,0.00312453327079614,0.80875,0.005057838956514994,0.5066666666666667
41,0.003086609020829201,0.8104166666666667,0.00508486678202947,0.5183333333333333
42,0.003091663271188736,0.8104166666666667,0.005201614499092102,0.5216666666666666
43,0.0030798128992319106,0.81,0.0051161871353785195,0.5116666666666667
44,0.003081256076693535,0.815,0.005117191473642985,0.5133333333333333
45,0.0030733644713958103,0.81,0.005174518624941508,0.5083333333333333
46,0.003082571228345235,0.8129166666666666,0.0051524871587753296,0.5083333333333333
47,0.0030786171803871792,0.8133333333333334,0.005050842761993408,0.5233333333333333
48,0.003079143688082695,0.8154166666666667,0.005208494265874227,0.5083333333333333
49,0.0030572960277398427,0.8158333333333333,0.005163419644037883,0.52
50,0.0030662903438011804,0.81375,0.005140084425608317,0.5183333333333333
51,0.0030577567716439566,0.8170833333333334,0.005160194039344788,0.5016666666666667
52,0.003076742713650068,0.8141666666666667,0.005156855781873067,0.51
53,0.0030708209921916324,0.81375,0.005148785511652629,0.5166666666666667
54,0.0030639018615086873,0.8133333333333334,0.005170416136582693,0.51
55,0.0030643789221843085,0.8133333333333334,0.005068663756052653,0.5133333333333333
56,0.0030586467683315277,0.8166666666666667,0.005152179996172587,0.5066666666666667
57,0.003060856759548187,0.8166666666666667,0.005205502609411875,0.505
58,0.0030436575412750243,0.8191666666666667,0.005095878044764201,0.505
59,0.0030457219978173573,0.8183333333333334,0.00505361666282018,0.51
60,0.003051927164196968,0.8170833333333334,0.005233513712882995,0.5083333333333333
61,0.0030335943400859834,0.81875,0.005229414800802867,0.515
62,0.003051659713188807,0.82125,0.005131213863690694,0.5066666666666667
63,0.003051534593105316,0.8216666666666667,0.005138898193836212,0.5066666666666667
64,0.003046560113628705,0.8204166666666667,0.005224283734957377,0.5083333333333333
65,0.0030415234963099163,0.8195833333333333,0.005245591402053833,0.49833333333333335
66,0.0030498824020226798,0.8195833333333333,0.005200327237447103,0.5016666666666667
67,0.0030508945882320405,0.8191666666666667,0.005200256109237671,0.5066666666666667
68,0.0030555762847264607,0.82,0.005112684965133667,0.5116666666666667
69,0.0030399858206510543,0.8191666666666667,0.005168060064315796,0.5066666666666667
70,0.0030437638610601426,0.8208333333333333,0.005060106913248698,0.515
71,0.003018206109603246,0.8225,0.005156557162602743,0.5133333333333333
72,0.003028470103939374,0.8220833333333334,0.005136690735816955,0.5166666666666667
73,0.003031980792681376,0.8225,0.005188290874163309,0.5116666666666667
74,0.0030271049340566,0.8225,0.0051793346802393595,0.5
75,0.003057740330696106,0.8216666666666667,0.005032196442286174,0.5116666666666667
76,0.003044346297780673,0.8204166666666667,0.005261775851249695,0.51
77,0.003024713024497032,0.8225,0.005150424142678579,0.4866666666666667
78,0.0030411439140637718,0.8225,0.005075841943422954,0.5233333333333333
79,0.0030516392489274343,0.8204166666666667,0.005075758496920268,0.515
80,0.0030433747420708338,0.8216666666666667,0.005082663297653198,0.5183333333333333
81,0.003038807362318039,0.8225,0.005188429554303487,0.5083333333333333
82,0.003019392987092336,0.8220833333333334,0.005219837824503581,0.5016666666666667
83,0.0030188932021458946,0.8229166666666666,0.005174792408943176,0.5
84,0.003020812248190244,0.8254166666666667,0.005090349912643432,0.52
85,0.0030348489185174307,0.82375,0.005153732299804687,0.5083333333333333
86,0.003032245139280955,0.8220833333333334,0.005153475006421407,0.515
87,0.0030350256711244583,0.8241666666666667,0.0051269841194152834,0.51
88,0.003017467682560285,0.8220833333333334,0.005173065066337586,0.5033333333333333
89,0.0030305048575003943,0.8220833333333334,0.005070369044939677,0.515
90,0.003027006338040034,0.82375,0.0051232421398162845,0.5133333333333333
91,0.0030316623051961263,0.82375,0.005092622439066569,0.5216666666666666
92,0.003025976146260897,0.8229166666666666,0.0051268170277277625,0.5183333333333333
93,0.003033239891131719,0.82375,0.005110965073108673,0.505
94,0.0030249358961979547,0.8245833333333333,0.005200396378835043,0.52
95,0.0030231436838706336,0.8229166666666666,0.00515516996383667,0.51
96,0.003017420892914136,0.8233333333333334,0.0050592818856239315,0.5166666666666667
97,0.003020223155617714,0.8241666666666667,0.005181875030199686,0.515
98,0.003029163653651873,0.8229166666666666,0.0050975237290064495,0.5216666666666666
99,0.0030056854089101155,0.8225,0.005121548374493917,0.5066666666666667
